codigo_dane_departamento,departamento,codigo_dane_municipio,municipio,desagregacion_cultivo,cultivo,ciclo_del_cultivo,grupo_cultivo,subgrupo,year_es,periodo,area_sembrada_ha,area_cosechada_ha,produccion_t,rendimiento_t_ha,nombre_cientifico_del_cultivo,codigo_del_cultivo,estado_fisico_del_cultivo
63,Quindío,63190,Circasia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1390.89,1109.11,893.7,0.81,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63190,Circasia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1352.07,1059.56,1018.06,0.96,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63212,Córdoba,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1475,1183,1533,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63212,Córdoba,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1472,1171,1404,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63212,Córdoba,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1462.71,1144.58,1144.58,1,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63212,Córdoba,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1370.12,1100.23,834.35,0.76,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63212,Córdoba,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1387.03,1120.28,962.14,0.86,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63272,Filandia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1625,1277,1619,1.27,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63272,Filandia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1626.76,1382.76,1382.76,1,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63272,Filandia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1572.67,1249.52,1137.0632,0.91,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63272,Filandia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1574.31,1237.19,1080.56,0.87,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63272,Filandia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1570.73,1243.31,984.54,0.79,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63302,Génova,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,3313,2682,3478,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63302,Génova,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,3301,2660,3188,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63302,Génova,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,3221.35,2563,2563,1,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63302,Génova,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,2981.49,2373.99,2498.66,1.05,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63302,Génova,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,2916.61,2325.21,2076.03,0.89,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63401,La Tebaida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,503.94,279.12,446.592,1.6,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63401,La Tebaida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,526,419,525,1.25,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63401,La Tebaida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,542.73,426.14,464.4926,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63401,La Tebaida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,544.25,415.4,525.3,1.26,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63401,La Tebaida,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,443.2,254.62,598.01,2.35,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63470,Montenegro,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1129,714,964,1.35,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63470,Montenegro,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1102,786,981,1.25,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63470,Montenegro,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1095.97,786.07,856.8163,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63470,Montenegro,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1106.96,789.43,901.98,1.14,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63470,Montenegro,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1097.05,781.19,763.75,0.98,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63548,Pijao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1522.15,1223.35,1529.1875,1.25,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63548,Pijao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1471,1188,1436,1.21,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63548,Pijao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1456.03,1167.61,1331.0754,1.14,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63548,Pijao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1452.84,1247.68,1085.54,0.87,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63548,Pijao,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1473.39,1274.68,1261.1,0.99,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63594,Quimbaya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,2509,1681,2387.02,1.42,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63594,Quimbaya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,2491,1797,2246,1.25,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63594,Quimbaya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,2397.77,1739.01,1982.4714,1.14,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63594,Quimbaya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,2288.48,1559.4,1470.32,0.94,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63594,Quimbaya,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,2240.89,1546.1,2187.5,1.41,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63690,Salento,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,592,498,649,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63690,Salento,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,581,512,616,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63690,Salento,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,449.86,352.76,384.5084,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63690,Salento,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,448.48,369.33,303.71,0.82,Coffea arabica,2030300,Pergamino o seco de trilla
63,Quindío,63690,Salento,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,453.29,386.02,368.5,0.95,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66001,Pereira,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,4207,3051,4037,1.32,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66001,Pereira,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,3985,2934,3589,1.22,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66001,Pereira,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,3654.3,2627.92,2864.4328,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66001,Pereira,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,3541.07,2706.81,2571.45,0.95,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66001,Pereira,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,3233.46,2434.66,2248.73,0.92,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66045,Apía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,4338,3266,4335,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66045,Apía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,4348,3494,4288,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66045,Apía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,4283.09,3351.36,3921.0912,1.17,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66045,Apía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,4323.59,3448.16,3872.53,1.12,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66045,Apía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,4245.9,3429.64,3920,1.14,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66075,Balboa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1942,1412,1884,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66075,Balboa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1934,1468,1810,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66075,Balboa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1956.88,1472.19,1869.6813,1.27,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66075,Balboa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1974.61,1489.17,1762.34,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66075,Balboa,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1973.76,1461.82,1432.5,0.98,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66088,Belén de Umbría,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,6847.3,5923.1,10013.92,1.69,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66088,Belén de Umbría,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,6753,4978,6117,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66088,Belén de Umbría,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,6695.41,4824.48,4969.2144,1.03,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66088,Belén de Umbría,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,6737.87,5051.84,4085.65,0.81,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66088,Belén de Umbría,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,6734.78,5118.15,5302.98,1.04,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66170,Dosquebradas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1176,939,1200,1.28,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66170,Dosquebradas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1153,953,1125,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66170,Dosquebradas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1092.88,914.9,997.241,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66170,Dosquebradas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1026.11,855.97,1013.92,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66170,Dosquebradas,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,974.77,813.64,944.14,1.16,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66318,Guática,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,2397,1933,2509,1.3,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66318,Guática,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,2384,1977,2373,1.2,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66318,Guática,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,2369.29,1997.58,2177.3622,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66318,Guática,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,2359.55,2025.73,2057.24,1.02,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66318,Guática,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,2345.95,2011.22,2037.21,1.01,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66383,La Celia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,3527,2672,3493,1.31,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66383,La Celia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,3487,2562,3098,1.21,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66383,La Celia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,3469.5,2517.21,3146.5125,1.25,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66383,La Celia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,3524.68,2645,3140.45,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66383,La Celia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,3479.75,2619.04,2880.944,1.1,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66400,La Virginia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,39,35,47,1.34,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66400,La Virginia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,39,32,40,1.25,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66400,La Virginia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,36.31,31.15,36.757,1.18,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66400,La Virginia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,33.98,31.16,32.35,1.04,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66400,La Virginia,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,33.57,30.21,32.7,1.08,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66440,Marsella,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,4349,3318,4400,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66440,Marsella,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,4277,3413,4197.99,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66440,Marsella,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,3917.86,2999.97,2999.97,1,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66440,Marsella,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,3864.18,2939.1,2949.84,1,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66440,Marsella,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,3442.64,2522.42,3000.23,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66456,Mistrató,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1848,1423,1832,1.29,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66456,Mistrató,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1862,1500,1786,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66456,Mistrató,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1829.59,1507.94,1523.0194,1.01,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66456,Mistrató,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1827.78,1560.32,1372.66,0.88,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66456,Mistrató,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1767.48,1459.45,1202.44,0.82,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66572,Pueblo Rico,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,555,427,570,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66572,Pueblo Rico,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,573,456,562,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66572,Pueblo Rico,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,615.12,474.64,517.3576,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66572,Pueblo Rico,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,616.3,484.05,574.33,1.19,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66572,Pueblo Rico,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,603.43,499.89,465.87,0.93,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66594,Quinchía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,3395,2811,3566,1.27,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66594,Quinchía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,3284,2607,3058,1.17,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66594,Quinchía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,3273.39,2598.39,3196.0197,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66594,Quinchía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,3185.21,2628.15,3040,1.16,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66594,Quinchía,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,3123.54,2588.28,2757.95,1.07,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66682,Santa Rosa de Cabal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,4702,3607,4715,1.31,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66682,Santa Rosa de Cabal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,4631,3651,4412,1.21,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66682,Santa Rosa de Cabal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,4517.32,3465.7,3777.613,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66682,Santa Rosa de Cabal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,4517.44,3409.92,3717.73,1.09,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66682,Santa Rosa de Cabal,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,4427.49,3441.32,3249.36,0.94,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66687,Santuario,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,5805,4053,5453,1.35,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66687,Santuario,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,5761,4215,5242,1.24,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66687,Santuario,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,5675.89,4154.28,4071.1944,0.98,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66687,Santuario,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,5651.3,4101.59,3197.1,0.78,Coffea arabica,2030300,Pergamino o seco de trilla
66,Risaralda,66687,Santuario,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,5626.17,4079.22,2869.94,0.7,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68001,Bucaramanga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,559,449,589,1.31,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68001,Bucaramanga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,572,478,579,1.21,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68001,Bucaramanga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,569.56,488,522.16,1.07,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68001,Bucaramanga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,583.71,498.94,430.04,0.86,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68001,Bucaramanga,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,590.12,506.1,545.4,1.08,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68013,Aguada,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,109,96,128,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68013,Aguada,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,111,100,123,1.23,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68013,Aguada,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,116.02,98.14,109.9168,1.12,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68013,Aguada,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,116.58,98.89,105.12,1.06,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68013,Aguada,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,116.38,104.09,83.03,0.8,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68020,Albania,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,318,267,356,1.33,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68020,Albania,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,315,266,329,1.24,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68020,Albania,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,310.6,261.1,248.045,0.95,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68020,Albania,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,308.89,267.49,215.62,0.81,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68020,Albania,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,307.74,265.24,189.48,0.71,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68051,Aratoca,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2019,2019,1884,1617,2129,1.32,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68051,Aratoca,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2020,2020,1620,1324,1611,1.22,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68051,Aratoca,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2021,2021,1649.83,1335.75,1482.6825,1.11,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68051,Aratoca,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2022,2022,1703.07,1450.58,1494.83,1.03,Coffea arabica,2030300,Pergamino o seco de trilla
68,Santander,68051,Aratoca,Café,Café,Permanente,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,2023,2023,1768.94,1546.95,1442.76,0.93,Coffea arabica,2030300,Pergamino o seco de trilla
